Case Type,Status,Request Received (Year),Request Received (Month),Request Closed (Year),Request Closed (Month),Case Active Days at Closure,Case Active Days (grouped),Closed on Time?,Reason (grouped),Number of Records
FOIA Case,Completed,2016,April,2016,May,26,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2017,April,2017,May,26,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,October,2015,November,26,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,August,2015,October,26,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2017,June,2017,July,26,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2017,May,2017,June,26,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,April,2015,May,26,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2017,February,2017,April,26,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,November,2016,December,26,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,February,2016,March,26,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,March,2015,April,26,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,June,2015,July,26,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2017,February,2017,March,26,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2017,March,2017,April,26,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,March,2016,April,26,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,February,2015,March,26,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,October,2016,November,26,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2017,January,2017,February,26,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,May,2015,June,26,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,December,2016,January,26,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,August,2016,September,26,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,January,2016,March,26,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2017,April,2017,June,26,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,October,2016,December,26,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2017,March,2017,May,26,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,October,2015,December,26,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2017,June,2017,August,26,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,July,2016,September,26,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2017,May,2017,July,26,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,April,2015,June,26,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,September,2016,November,26,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,July,2015,September,26,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,August,2016,October,26,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,May,2016,July,26,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,June,2016,July,26,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,September,2015,October,26,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,July,2015,August,26,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,March,2015,May,26,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,September,2016,October,26,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,April,2016,June,26,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,June,2016,August,26,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2017,June,2017,July,27,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,March,2015,April,27,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,November,2015,December,27,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,June,2016,July,27,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,April,2015,May,27,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,January,2015,February,27,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2017,January,2017,February,27,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,May,2015,June,27,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,February,2015,March,27,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,July,2015,August,27,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,April,2015,June,27,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,October,2015,November,27,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2017,March,2017,April,27,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2017,May,2017,June,27,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,April,2016,May,27,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,September,2016,October,27,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,December,2017,January,27,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,June,2015,July,27,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,August,2016,September,27,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,March,2016,April,27,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2017,February,2017,March,27,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,September,2015,October,27,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,January,2016,February,27,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2017,January,2017,March,27,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,October,2016,November,27,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,August,2015,September,27,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2017,March,2017,May,27,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,February,2016,April,27,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2017,February,2017,April,27,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,November,2017,January,27,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,May,2015,July,27,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,May,2016,July,27,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,October,2015,December,27,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,August,2015,October,27,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,April,2016,June,27,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,July,2016,November,27,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,June,2016,August,27,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2017,May,2017,July,27,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,February,2015,April,27,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2017,June,2017,August,27,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,July,2015,September,27,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,August,2016,October,27,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,September,2015,November,27,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,November,2016,January,27,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2017,April,2017,May,27,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,July,2016,August,27,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,February,2016,March,27,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,May,2016,June,27,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2017,June,2017,July,28,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,March,2015,April,28,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,January,2016,February,28,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,April,2015,June,28,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,November,2015,December,28,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,June,2015,July,28,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2017,March,2017,May,28,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,April,2016,June,28,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,October,2016,November,28,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,July,2016,August,28,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,November,2016,December,28,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,January,2015,February,28,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,December,2017,January,28,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2017,May,2017,June,28,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,September,2015,October,28,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2017,February,2017,March,28,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,October,2015,November,28,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2017,January,2017,February,28,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,August,2016,October,28,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,May,2015,June,28,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,November,2017,January,28,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2017,March,2017,April,28,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2017,April,2017,May,28,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2017,January,2017,March,28,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,January,2016,March,28,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,May,2015,July,28,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,October,2015,December,28,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,August,2016,September,28,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,November,2016,January,28,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,August,2015,October,28,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,July,2016,September,28,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,June,2015,August,28,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2017,May,2017,July,28,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,October,2016,December,28,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,March,2016,May,28,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,December,2016,February,28,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,January,2015,March,28,Up to 40 days used,late,No Information Held on How Closed,1
